file,location,fault_size,window_idx,rms_energy,snr_at_bsf,peak_prom
118.mat,DE,0.007,0,0.1377588534705579,0.1578576666969926,0.7611557682373387
118.mat,DE,0.007,1,0.13136842204095228,0.058787793146332236,0.5923800388086845
118.mat,DE,0.007,2,0.14979647530699883,0.024986524437514118,0.9382637919815244
118.mat,DE,0.007,3,0.12902195456991639,0.04209920963993403,0.5371216555455991
118.mat,DE,0.007,4,0.1299822209027185,0.09329955485727359,0.8600227582555261
118.mat,DE,0.007,5,0.13709785612611594,0.09813878663998056,0.7462239053390455
118.mat,DE,0.007,6,0.14112385291994534,0.0739841525776773,0.6196150600648193
118.mat,DE,0.007,7,0.1389575763283011,0.04728164649532215,0.6271392971048947
118.mat,DE,0.007,8,0.14021062623590566,0.027481833675697006,0.6172747444049401
118.mat,DE,0.007,9,0.14259362746467028,0.10525942245728934,0.7921256829280688
118.mat,DE,0.007,10,0.14510890322654385,0.06568354316304763,0.6716163333752591
118.mat,DE,0.007,11,0.14268350876031233,0.09196026735178563,0.9998069946409355
118.mat,DE,0.007,12,0.14063481633932418,0.04879731861330203,0.7266843444750383
118.mat,DE,0.007,13,0.13757663907895318,0.050998053473490436,0.8951554218174388
118.mat,DE,0.007,14,0.1403485858312512,0.05180029119185845,0.8200103166106486
118.mat,DE,0.007,15,0.12783460533411534,0.03426939342438436,0.6226331478147556
118.mat,DE,0.007,16,0.13389094413681848,0.024860920858824468,0.7697734859812678
118.mat,DE,0.007,17,0.12333751997577927,0.05619324238650273,1.1620018451142844
118.mat,DE,0.007,18,0.14636936072765114,0.06719742273934462,0.7113306775843503
118.mat,DE,0.007,19,0.1364934366412743,0.09890882721233143,0.6967987887748911
118.mat,DE,0.007,20,0.13394079634874084,0.05999825884839972,0.6376443847930694
118.mat,DE,0.007,21,0.13318748492170274,0.05867045685221177,0.6756124210623385
118.mat,DE,0.007,22,0.133804721664891,0.04220664964241109,0.8859020869529285
118.mat,DE,0.007,23,0.14341244924338667,0.08936198093941437,0.6791211055169247
118.mat,DE,0.007,24,0.13824818898945052,0.17346452548828278,0.5005585649614331
118.mat,DE,0.007,25,0.13382734460358306,0.2020190388191512,0.5185122760054715
118.mat,DE,0.007,26,0.16227942711266308,0.19382467255138844,0.5278354802298547
118.mat,DE,0.007,27,0.13337029063366854,0.11256754524323241,0.6948692895900702
118.mat,DE,0.007,28,0.14274316237420911,0.11557002532526485,0.7671688447602115
118.mat,DE,0.007,29,0.1379591360484359,0.15546281097005513,0.41851562802646614
118.mat,DE,0.007,30,0.1392420011365466,0.24845221589426514,0.5940383230880407
118.mat,DE,0.007,31,0.13695338244461827,0.1897701574230368,0.46538521530313415
118.mat,DE,0.007,32,0.1493884352729685,0.1616101440596926,0.6209420271079905
118.mat,DE,0.007,33,0.13227198647938274,0.062467273033676024,0.5258375139466785
118.mat,DE,0.007,34,0.1425372473663341,0.09174020381394268,0.6435090230576407
118.mat,DE,0.007,35,0.12744401805280853,0.12167398391300328,0.4669369075189614
118.mat,DE,0.007,36,0.1515676358914675,0.11635144537411575,0.5532390164554727
118.mat,DE,0.007,37,0.13332032704341903,0.12981377301517505,0.5324941931093331
118.mat,DE,0.007,38,0.13863636603126542,0.06039076480798443,0.7636121962257016
118.mat,DE,0.007,39,0.13283406264484202,0.05107926870022083,0.5368306836428377
118.mat,DE,0.007,40,0.14195618352902092,0.08629667769916938,0.8018201709049363
118.mat,DE,0.007,41,0.14300444807223625,0.09429735892478074,0.5872563483645384
118.mat,DE,0.007,42,0.13551751399327872,0.06830814895301061,0.5131195723110035
118.mat,DE,0.007,43,0.1434083614462588,0.03934957626406116,0.5197239166619081
118.mat,DE,0.007,44,0.14871920412149214,0.02120776341963545,0.8826715294143558
118.mat,DE,0.007,45,0.1305982814256444,0.0739158545996621,0.6174370842495591
118.mat,DE,0.007,46,0.1318189016806509,0.05523724488214919,0.733518088645913
118.mat,DE,0.007,47,0.1247943630523677,0.07082155565582895,0.7955837282635853
118.mat,DE,0.007,48,0.14790911256647954,0.04182793846814244,0.6953673220670581
118.mat,DE,0.007,49,0.13311963130843388,0.06169695613431395,0.7713134216670666
118.mat,DE,0.007,50,0.13754493757465472,0.07378025525099122,0.8877279798057778
118.mat,DE,0.007,51,0.13198793150644236,0.07065525154071821,0.6330395559057448
118.mat,DE,0.007,52,0.14492271721754688,0.06967609377029439,1.1646369661645095
118.mat,DE,0.007,53,0.13274469777967254,0.05213339482984697,0.6965716995999672
118.mat,DE,0.007,54,0.1503478581725835,0.01785891620917118,0.4062437627838847
118.mat,DE,0.007,55,0.14177375916364018,0.08039971079707679,0.7838872449375716
118.mat,DE,0.007,56,0.1370726553577514,0.06845465832404377,0.5950659856911783
118.mat,DE,0.007,57,0.13568186141765892,0.10969760581732785,0.7742308885056367
118.mat,DE,0.007,58,0.14060695534847112,0.060790484608527505,0.9069078533109775
118.mat,DE,0.007,59,0.132794101129692,0.09952126349384506,0.9461332342121382
118.mat,DE,0.007,60,0.14031328230610135,0.11936109472686605,0.6094529425992289
118.mat,DE,0.007,61,0.13249606812083028,0.18730742344300103,0.6091770490922735
118.mat,DE,0.007,62,0.13595003457105273,0.17170028735871556,0.45789691771351104
118.mat,DE,0.007,63,0.1351815868374234,0.12150088705925657,0.7636717096649709
118.mat,DE,0.007,64,0.13500660165683892,0.1226368857562411,1.019336751300918
118.mat,DE,0.007,65,0.1276455141714181,0.1083273662935762,0.5668353303262059
118.mat,DE,0.007,66,0.14232593888757739,0.20736751459915836,0.7542449476932894
118.mat,DE,0.007,67,0.12291726193358511,0.20457982718960455,0.41728906785887104
118.mat,DE,0.007,68,0.141935424919592,0.21868690527655568,0.5391776922338218
118.mat,DE,0.007,69,0.1432031242306968,0.15102413289532002,0.6054957330846288
118.mat,DE,0.007,70,0.12916830974739024,0.15285811682653416,0.645341478477223
118.mat,DE,0.007,71,0.13128035088199624,0.21549391235038187,0.7236980019643974
118.mat,DE,0.007,72,0.14518217124076024,0.21339690952306278,0.668358005418752
118.mat,DE,0.007,73,0.12281120784018103,0.19198157354880077,0.41451603871387066
118.mat,DE,0.007,74,0.13935395798405203,0.14511013784249838,0.9604013819611401
118.mat,DE,0.007,75,0.14854504575587385,0.06995210260073123,0.5731076034290324
118.mat,DE,0.007,76,0.1395893991630879,0.07252110093138509,1.0729537298816465
118.mat,DE,0.007,77,0.149954643307835,0.14165814193118273,0.8685565970032297
118.mat,DE,0.007,78,0.12436778823778546,0.12716682218392258,0.8632086333631334
118.mat,DE,0.007,79,0.14378384665881813,0.10413346538638035,0.5997930811005665
118.mat,DE,0.007,80,0.13643695733991162,0.057550832563310915,1.0572537811898737
118.mat,DE,0.007,81,0.13868485550960077,0.04380870078224681,0.7107403261822305
118.mat,DE,0.007,82,0.13101331819430465,0.0845226404544172,1.0554850129999656
118.mat,DE,0.007,83,0.15158580697321988,0.1344698968526462,0.819298540310048
118.mat,DE,0.007,84,0.14127542304200688,0.09262183063027418,0.7441745233494714
118.mat,DE,0.007,85,0.1441823039239462,0.0912041577528712,0.8828007875875561
118.mat,DE,0.007,86,0.12699718952350816,0.03658352207516146,1.2255113130697801
118.mat,DE,0.007,87,0.14221412504497138,0.061405166879012985,0.6488932587005424
118.mat,DE,0.007,88,0.13992702208871316,0.04687255353642325,1.5817676950166346
118.mat,DE,0.007,89,0.14292013354775962,0.05944929796046174,0.6500740320555066
118.mat,DE,0.007,90,0.13745808662230982,0.04510942915445938,0.6530957274317756
118.mat,DE,0.007,91,0.14804341988397252,0.05634405683952655,0.772513809442673
118.mat,DE,0.007,92,0.1333014596944385,0.034726930172217244,0.6533732901233745
118.mat,DE,0.007,93,0.14689121979597466,0.05726902743969481,0.6022947581769945
118.mat,DE,0.007,94,0.12714981474334952,0.028867394016920664,0.7610834821055529
118.mat,DE,0.007,95,0.14071495439873166,0.02852171724111777,0.7749711207711275
118.mat,DE,0.007,96,0.13632983671627713,0.05531697003733863,0.9183092429405835
118.mat,DE,0.007,97,0.14511475372401655,0.11510265439890836,0.9334438900433389
118.mat,DE,0.007,98,0.14006645272955476,0.19256019628835555,0.5058635522771825
118.mat,DE,0.007,99,0.1431587973354272,0.11886503135477061,0.5240452197504357
118.mat,DE,0.007,100,0.1335243727175111,0.10515215039139604,0.8057283090571783
118.mat,DE,0.007,101,0.1488976873950605,0.08992224391575747,0.7502883163466612
118.mat,DE,0.007,102,0.1505750785781849,0.16319003958159084,0.5791046059669945
118.mat,DE,0.007,103,0.1508738683220543,0.16246833226371513,0.5064656528131642
118.mat,DE,0.007,104,0.14700042472924962,0.2512519367723446,0.3854620496812033
118.mat,DE,0.007,105,0.14521505364323953,0.14309431076699683,0.6851330893305851
118.mat,DE,0.007,106,0.1464416439179121,0.13457005160109142,0.6038391648463631
118.mat,DE,0.007,107,0.14689291823171555,0.11277013642466949,0.69418170071543
118.mat,DE,0.007,108,0.1339675640027345,0.16789584195850576,0.6594694623930472
118.mat,DE,0.007,109,0.1376222743416398,0.20541757687259704,0.48541698716225196
118.mat,DE,0.007,110,0.13509703092428738,0.15755045114800378,0.5784062493410502
118.mat,DE,0.007,111,0.1384416730379449,0.1065843687135137,0.6735292252461512
118.mat,DE,0.007,112,0.14511973494412303,0.06329184509111858,0.8238384003056728
118.mat,DE,0.007,113,0.12932225690775806,0.11684783344725169,0.6463122685895796
118.mat,DE,0.007,114,0.14951811798284978,0.08003692212858995,0.584808646990641
118.mat,DE,0.007,115,0.1424147007458444,0.15381702993293248,0.5469210516801667
118.mat,DE,0.007,116,0.14368961744668732,0.06379838686382594,1.108681748892102
118.mat,DE,0.007,117,0.1445521954638245,0.05102098725228538,0.5589205005014377
118.mat,DE,0.007,118,0.15246750898663922,0.03804422151164849,1.3923048896321364
119.mat,DE,0.007,0,0.13619091136309106,0.02117240482246281,0.8147481092777128
119.mat,DE,0.007,1,0.1337019596143947,0.14030112841499212,0.7365317994797533
119.mat,DE,0.007,2,0.14307667850438513,0.09776629326678722,0.8519067613524892
119.mat,DE,0.007,3,0.14415727096256103,0.09128294339560583,1.0529328348771694
119.mat,DE,0.007,4,0.13253600819558523,0.09771115146242337,1.2316962152632485
119.mat,DE,0.007,5,0.1414711736507033,0.09279538673139773,0.8496168188491192
119.mat,DE,0.007,6,0.12430035717721492,0.05885573404891042,0.6198214917656042
119.mat,DE,0.007,7,0.14582349345789902,0.07855533730579665,0.7366264968540418
119.mat,DE,0.007,8,0.13803224210982987,0.06812053078018508,0.7064909446199513
119.mat,DE,0.007,9,0.14457575609835607,0.11122432259054739,1.086374237632304
119.mat,DE,0.007,10,0.13149832386360863,0.13059924257664005,1.0305516084991642
119.mat,DE,0.007,11,0.1381563810113739,0.1262915117936661,0.7876382173407501
119.mat,DE,0.007,12,0.13016184399292466,0.08306861058214789,0.47080965535337
119.mat,DE,0.007,13,0.13693118649525174,0.08029429403298888,0.6976679548612555
119.mat,DE,0.007,14,0.13571457244731547,0.13256089289483575,0.6512355195391216
119.mat,DE,0.007,15,0.14911535786471644,0.13403025064759805,1.1044429594478056
119.mat,DE,0.007,16,0.13247973837437096,0.14716859826155038,0.8948997907484698
119.mat,DE,0.007,17,0.14642076434923554,0.10085351006121601,0.8191016470979692
119.mat,DE,0.007,18,0.13942477532825148,0.07708325419741206,0.5690955087390638
119.mat,DE,0.007,19,0.14905046759562604,0.08865355051755155,0.7451623538238379
119.mat,DE,0.007,20,0.13335848614773002,0.15605607437726063,0.6561610764642082
119.mat,DE,0.007,21,0.13979550285967185,0.20362319842196214,0.8750808208515247
119.mat,DE,0.007,22,0.1382217806346827,0.07839598482183588,0.5806429303732902
119.mat,DE,0.007,23,0.1437303812426953,0.07622726829900643,0.9145628575922462
119.mat,DE,0.007,24,0.13077762963771797,0.051921544983350894,0.5186132274081007
119.mat,DE,0.007,25,0.13752343825598368,0.0718124968983337,0.7563085484253168
119.mat,DE,0.007,26,0.13384001171349327,0.1542764436453383,0.7311438623407481
119.mat,DE,0.007,27,0.13490895313964008,0.2406219677982172,0.917251629973629
119.mat,DE,0.007,28,0.1365589540580886,0.12093521714352204,0.8509053726476151
119.mat,DE,0.007,29,0.13189615585291026,0.0895668932550646,1.0947090011492362
119.mat,DE,0.007,30,0.13232722724622312,0.07667021176602994,0.7708956017057561
119.mat,DE,0.007,31,0.13073460321560307,0.09984775519683924,1.2858598898679
119.mat,DE,0.007,32,0.13772404643780956,0.11864505955659985,0.7387597945745626
119.mat,DE,0.007,33,0.13697027736284254,0.15306321462845868,0.9222130117649762
119.mat,DE,0.007,34,0.13454530529063402,0.02411445947078341,0.6935843236007434
119.mat,DE,0.007,35,0.15185503431645947,0.03529815249923628,0.8252466960120272
119.mat,DE,0.007,36,0.13734248924412182,0.07421740244485975,0.6239751162800009
119.mat,DE,0.007,37,0.14048585668771946,0.049737882691461725,1.026675797338686
119.mat,DE,0.007,38,0.1405117769000868,0.06324090356489179,0.9487115870779257
119.mat,DE,0.007,39,0.13411382906384095,0.0850088236493826,1.0342585312270016
119.mat,DE,0.007,40,0.13946717817655066,0.060545959714757694,1.0669261388154272
119.mat,DE,0.007,41,0.13939844338429386,0.13867589416172107,0.8669359472950031
119.mat,DE,0.007,42,0.1366752112153628,0.15015644862428046,0.6774513899854719
119.mat,DE,0.007,43,0.14058641979443887,0.11397258355436385,0.8986853899036209
119.mat,DE,0.007,44,0.13759759723282572,0.039006738999855614,1.2771651243676863
119.mat,DE,0.007,45,0.13535096262478624,0.02240935588314914,0.6244923221942976
119.mat,DE,0.007,46,0.13654852271775159,0.02241728814258749,0.7811455959471946
119.mat,DE,0.007,47,0.14889855532561824,0.141798239659481,0.6551791876299055
119.mat,DE,0.007,48,0.14349355449112286,0.16943551655000658,0.6572447121737274
119.mat,DE,0.007,49,0.14447739657567543,0.13940207667140644,0.9343910598398213
119.mat,DE,0.007,50,0.13212734302988022,0.03510410686693055,1.519620843898435
119.mat,DE,0.007,51,0.1504685009947336,0.029655057427453446,0.5913386717290287
119.mat,DE,0.007,52,0.1427122562880029,0.06063679733154075,0.7451746818858664
119.mat,DE,0.007,53,0.13788292755090786,0.08982079841037727,0.5819404187773508
119.mat,DE,0.007,54,0.14159062825363153,0.19095539146515816,0.8343421015968904
119.mat,DE,0.007,55,0.137890003362895,0.1311573529218406,0.7613987232050864
119.mat,DE,0.007,56,0.13378164709898085,0.07920436168775455,1.6258990379747118
119.mat,DE,0.007,57,0.13328724996638552,0.05492062176935545,0.5247671791295725
119.mat,DE,0.007,58,0.14319280343137275,0.09225834263513906,0.6434612118290357
119.mat,DE,0.007,59,0.1289787621947335,0.06750364859649406,0.7111297093309258
119.mat,DE,0.007,60,0.1395225794100497,0.16063940829105855,0.592498466411573
119.mat,DE,0.007,61,0.1364625755381921,0.09762685038412,0.9355395506226872
119.mat,DE,0.007,62,0.13995774154223087,0.07468486464753316,0.9416664003599616
119.mat,DE,0.007,63,0.14258998187170804,0.08239492724700638,0.6865804652354263
119.mat,DE,0.007,64,0.14154890920755503,0.09332358812686554,0.6003423438204119
119.mat,DE,0.007,65,0.15140915463652596,0.03785762947826058,0.5466765099495879
119.mat,DE,0.007,66,0.12588656053739705,0.11427444562431337,1.063780689700961
119.mat,DE,0.007,67,0.13281026398178822,0.11327620971751963,1.050295968055173
119.mat,DE,0.007,68,0.14458832216652623,0.07029414275411948,1.0789679642123626
119.mat,DE,0.007,69,0.14011161707887423,0.057904152782793816,0.7195408012531663
119.mat,DE,0.007,70,0.13785976067242509,0.10517551975623556,0.6711309901307935
119.mat,DE,0.007,71,0.15104349173154866,0.044347316561436825,0.6666155033634839
119.mat,DE,0.007,72,0.1377231790866102,0.08134449387726346,1.0010348615933646
119.mat,DE,0.007,73,0.14660229488973844,0.11772149889938083,1.1050585266631388
119.mat,DE,0.007,74,0.13964120600818053,0.07321051144372073,0.9686521219423144
119.mat,DE,0.007,75,0.1290251730304493,0.03561611090298825,0.9355365555513182
119.mat,DE,0.007,76,0.14511228009602195,0.08121202193242238,0.6159738690270716
119.mat,DE,0.007,77,0.13813741976911947,0.046285575285903234,0.560967299628902
119.mat,DE,0.007,78,0.13520494161288488,0.14145295630300703,0.6693965050753206
119.mat,DE,0.007,79,0.1365488168071003,0.18801808300063852,1.0389966954902978
119.mat,DE,0.007,80,0.13751889753857316,0.11494521150993392,0.9802790541376867
119.mat,DE,0.007,81,0.1433628221025563,0.06575283425532114,0.8485294862774517
119.mat,DE,0.007,82,0.14541443335742457,0.10797820611146902,0.6715337234864704
119.mat,DE,0.007,83,0.14990452419948316,0.09190384265031579,0.6537280180731514
119.mat,DE,0.007,84,0.14746053646294474,0.14281905005421508,0.9544846415844178
119.mat,DE,0.007,85,0.13884218163604026,0.1980872151567155,0.883002762361592
119.mat,DE,0.007,86,0.14130783000234876,0.14798263187275845,0.7797063898755369
119.mat,DE,0.007,87,0.1383571052540672,0.08607569600631847,0.8256718536818736
119.mat,DE,0.007,88,0.13089266104360892,0.20166366607845432,0.6291082566189836
119.mat,DE,0.007,89,0.14124830198740101,0.20768143354540275,0.9235684346811174
119.mat,DE,0.007,90,0.13997895680650244,0.1798266315122073,0.989827122292735
119.mat,DE,0.007,91,0.13668654725768797,0.1933962009850909,0.8881197989307942
119.mat,DE,0.007,92,0.13078669199043197,0.11428162145488095,0.6866295085157418
119.mat,DE,0.007,93,0.13796916267319773,0.11056405791778326,0.6789317004594153
119.mat,DE,0.007,94,0.1382194283227764,0.237760143091212,0.6344714684339195
119.mat,DE,0.007,95,0.1302802054708869,0.23579846789981695,0.8383299947051205
119.mat,DE,0.007,96,0.1470636575842938,0.15647949209987994,0.9656180804607235
119.mat,DE,0.007,97,0.13965985164982905,0.15164766068887195,0.8537206067737024
119.mat,DE,0.007,98,0.13197631068128463,0.06296503790001415,0.5708582870041364
119.mat,DE,0.007,99,0.13812492272167656,0.10500666949399917,0.5902712572690245
119.mat,DE,0.007,100,0.13917420034809744,0.20417511911231048,0.6376899489722493
119.mat,DE,0.007,101,0.13265261705661915,0.3141007244166726,0.7969825701640069
119.mat,DE,0.007,102,0.14692089166457034,0.11229692714023809,1.2010188317277681
119.mat,DE,0.007,103,0.13566575075436643,0.06204138870127226,0.6647932273151126
119.mat,DE,0.007,104,0.13804411590493607,0.03242552156919325,0.6731351359813501
119.mat,DE,0.007,105,0.1421194742155603,0.046853655491221634,0.5363843122493708
119.mat,DE,0.007,106,0.14792214596865183,0.17356162308211795,0.6079737735040572
119.mat,DE,0.007,107,0.14043876826166563,0.17403319006108436,0.8292832604341243
119.mat,DE,0.007,108,0.1379749665057597,0.06954235021355877,1.1466419702466875
119.mat,DE,0.007,109,0.13765857412957283,0.033956083078498386,0.5462289484939357
119.mat,DE,0.007,110,0.1362534723248613,0.05895473682170969,0.8157700159006561
119.mat,DE,0.007,111,0.15363909834333528,0.03432545309015329,0.7749337210789431
119.mat,DE,0.007,112,0.13569273327756223,0.10673814636476063,1.228034493456864
119.mat,DE,0.007,113,0.14487932710276322,0.13388687090083592,0.9686883565650728
119.mat,DE,0.007,114,0.13291775215094642,0.09192803787859193,1.116742752529693
119.mat,DE,0.007,115,0.13870514947551532,0.10033112885603314,0.7417538609518783
119.mat,DE,0.007,116,0.1479161518332846,0.12436632175136395,0.7503908106457816
119.mat,DE,0.007,117,0.13421996191593458,0.07742706195256502,0.6776144547663017
120.mat,DE,0.007,0,0.14759368199070153,0.17642443907929845,0.6679635238973237
120.mat,DE,0.007,1,0.13294928900349182,0.08188845341743835,0.8454443832993134
120.mat,DE,0.007,2,0.14780684265967148,0.08973298226355358,1.6396171256102654
120.mat,DE,0.007,3,0.14521167259835616,0.10594343922747754,1.0294508715945825
120.mat,DE,0.007,4,0.14452648562317053,0.0712386837966318,0.8550106044993696
120.mat,DE,0.007,5,0.14198452436325348,0.02804079217417824,1.0108626153335634
120.mat,DE,0.007,6,0.13736901524224024,0.11189780062414638,0.4414220520567696
120.mat,DE,0.007,7,0.1553384641838461,0.0513181474759413,0.7516492695548459
120.mat,DE,0.007,8,0.13713345371091387,0.08580837972209795,1.3561120488488596
120.mat,DE,0.007,9,0.1522679245552517,0.11989415717272008,0.963052374319776
120.mat,DE,0.007,10,0.13490247619459,0.04058592241248582,0.9572039473565082
120.mat,DE,0.007,11,0.15429072476476022,0.11404782905856416,0.4777040142231892
120.mat,DE,0.007,12,0.1381677504095193,0.025332949418706077,0.7892300397551629
120.mat,DE,0.007,13,0.1612062053104479,0.08713474567820248,0.6519800404109222
120.mat,DE,0.007,14,0.13865627898464403,0.09296811171324221,0.895251436557102
120.mat,DE,0.007,15,0.1556107431827287,0.06153635585975268,1.1239856357075904
120.mat,DE,0.007,16,0.14371870490168573,0.04161292784180613,0.9931107083446996
120.mat,DE,0.007,17,0.1510084951361209,0.11785231113353112,0.6833247994699537
120.mat,DE,0.007,18,0.13837208881396418,0.08363416289619419,0.5142466531230104
120.mat,DE,0.007,19,0.15102768003693098,0.07151117260461202,0.8303507254715026
120.mat,DE,0.007,20,0.14050513240783494,0.15869049255818493,0.8467486891322015
120.mat,DE,0.007,21,0.15215521654526792,0.05735379327932096,1.1364727032141946
120.mat,DE,0.007,22,0.1417713851816317,0.1106496113610174,1.1244001157657895
120.mat,DE,0.007,23,0.151210290790767,0.08325411201467899,0.9111891067986934
120.mat,DE,0.007,24,0.14059893400609033,0.06516368194843372,0.46791960026170915
120.mat,DE,0.007,25,0.1492355336812964,0.01772722992899967,0.9446267969033336
120.mat,DE,0.007,26,0.14463719559721283,0.08920640294880954,0.928683395990121
120.mat,DE,0.007,27,0.14927760253269876,0.039023118894097514,1.0302990350849277
120.mat,DE,0.007,28,0.15443074260114836,0.0912655729910767,0.8941036114743093
120.mat,DE,0.007,29,0.1551902670270871,0.042466848928471426,0.9787424911154745
120.mat,DE,0.007,30,0.1349232856009204,0.06973787173580495,0.8378680271000233
120.mat,DE,0.007,31,0.15055897672501786,0.10348927713168539,0.7889553098292805
120.mat,DE,0.007,32,0.14189361984629423,0.02687433276567002,1.355534680235167
120.mat,DE,0.007,33,0.15722737132502038,0.05506264919254762,1.0597872432916773
120.mat,DE,0.007,34,0.1358685488014283,0.09156806797042383,0.7729440571325146
120.mat,DE,0.007,35,0.1554099687999686,0.046841690156384744,1.0827262186051458
