mean,std,rms,peak,peak2peak,crest_factor,kurtosis,skewness,shape_factor,spectral_centroid,dominant_frequency,low_band_energy,mid_band_energy,high_band_energy,motor_load,label,severity
0.011094915865384615,0.06903398972514373,0.06991987482419583,0.22530461538461538,0.43475446153846153,3.222325782874917,-0.21686537984249865,-0.00763005514863951,1.2396624981212645,708.6969841805549,2097.65625,0.6771502652082154,0.3217304270497292,0.0011193067146258546,3,normal,none
0.013967044471153845,0.06366436295338845,0.06517844307376458,0.21341353846153846,0.41013784615384613,3.2742963531168896,0.015982944664652887,-0.15080012940086443,1.2396330864795944,973.9313321458194,2097.65625,0.5133684657395094,0.4845009930438503,0.002130539814635346,3,normal,none
0.012876091947115385,0.06411855246641174,0.06539864306098839,0.22196676923076922,0.40742584615384614,3.39405771799236,-0.14495986499304836,-0.12015551551317916,1.2386043623806462,794.0786203407631,2097.65625,0.6414263944783762,0.35640968092809344,0.0021639235745986325,3,normal,none
0.011879260817307693,0.06487430394783009,0.06595295406788891,0.19067446153846154,0.3638252307692308,2.891067795679008,-0.175646684723608,-0.13881651066770828,1.2465678638375897,888.1911509420482,2097.65625,0.5656301551094708,0.4332224454098728,0.0011473983998505884,3,normal,none
0.013547776442307691,0.05978771947635241,0.06130345542229865,0.1733593846153846,0.3458843076923077,2.8278892832115727,-0.028829904756414226,-0.18580661918104954,1.2463813493175655,961.3716714492849,2097.65625,0.5183813950017314,0.4787049128185033,0.002913690653690615,3,normal,none
0.013020533653846153,0.06480603470272848,0.06610110763460919,0.18128676923076922,0.34317230769230767,2.7425677982604424,-0.3513809330884925,0.07446986453384205,1.2436121382969838,877.6146663284774,2097.65625,0.5571856806004678,0.4406939648566593,0.0021203532603846146,3,normal,none
0.011042965745192306,0.058826548460074006,0.05985407167582608,0.20944984615384615,0.3717526153846154,3.499341653559379,0.07438469564724448,-0.32276828659807616,1.2350689938471786,1058.980179071578,2097.65625,0.42607654892610447,0.5722640735944633,0.0016593759405929141,3,normal,none
0.011746227764423077,0.06869821961499747,0.06969518810480482,0.19463815384615382,0.3686233846153846,2.792705768304579,-0.2861163364814403,-0.10982295437406242,1.2404506134438475,808.443512401297,2097.65625,0.5721997209666598,0.4261064404632614,0.0016938375317760853,3,normal,none
0.011780046274038461,0.06468043331316836,0.0657444137839688,0.22843384615384613,0.42348923076923073,3.474574233804685,0.1456482623162043,-0.022057124772770973,1.2632952811866114,979.8032647657932,2097.65625,0.47412207069203166,0.5244919023619959,0.0013860256743850826,3,normal,none
0.010608418269230768,0.06552433457125317,0.06637753354246052,0.21487384615384614,0.3928227692307692,3.2371471894652126,-0.14881900751211719,-0.07057260989121295,1.248630895070947,970.241430513452,2097.65625,0.475640845081059,0.5222532847129996,0.002105868748910505,3,normal,none
0.013403334735576922,0.0731365863872566,0.07435462090828364,0.2422024615384615,0.4433076923076923,3.257396226039006,-0.025892349778326995,-0.05247696019612237,1.2517146791185825,763.9464561125543,2097.65625,0.6041972735440502,0.39420430634567255,0.0015984191763584255,3,normal,none
0.01469495733173077,0.059513962487543086,0.061301333606619636,0.1927606153846154,0.34275507692307694,3.1444767028796847,-0.18206905802936735,-0.010597226339778802,1.249666471561652,854.293960550006,2097.65625,0.5813249530839156,0.4172548885375127,0.001420157070733708,3,normal,none
0.011752543269230769,0.06017726048790455,0.06131414969747407,0.17690584615384616,0.3506824615384615,2.8852368829025585,-0.1596774394758027,-0.1747300370740497,1.238595526677815,924.7776887588548,2097.65625,0.5221422662358501,0.47525952766105883,0.00259820481573179,3,normal,none
0.013066575721153845,0.06516330611587674,0.06646045339168329,0.2225926153846154,0.39303138461538456,3.3492491251815757,-0.16120683299424243,-0.03638413286139892,1.2453893640859692,918.0071315687164,2097.65625,0.5238617963462681,0.4742559954911327,0.0018822068666665818,3,normal,none
0.016185823918269227,0.06295507984891417,0.06500248437326357,0.18232984615384615,0.36278215384615387,2.8049673471562877,-0.20048604188883346,-0.24051424320203355,1.2288066251761,943.8458140949898,2097.65625,0.45262020226086475,0.5459462177891099,0.001433578688875362,3,normal,none
0.013960728966346153,0.06309226547839322,0.06461838682966192,0.23969907692307693,0.40075015384615387,3.709456219500327,-0.031127299081193716,0.007402363881485071,1.2546344399106826,850.6185750629304,2097.65625,0.5299507992722617,0.4683461367125843,0.0017030628775459389,3,normal,none
0.014372459134615384,0.059938927526496676,0.06163799651678184,0.21696000000000001,0.3857298461538462,3.5199067500094623,-0.05721405639447097,-0.207329396416031,1.2356686527344576,923.8811504145459,2097.65625,0.5130610024132805,0.48563401634254044,0.0013049799975432697,3,normal,none
0.015311024639423076,0.06546288762930105,0.06722958524545215,0.22947692307692308,0.4063827692307692,3.413332422559204,-0.08846823080033195,-0.13161325427860163,1.2320285832138975,820.7093918899126,2097.65625,0.6280671430139785,0.3698369488395518,0.0020959069143993638,3,normal,none
0.01428261598557692,0.07023663257109468,0.07167410741905626,0.25117292307692307,0.47960676923076917,3.5043746217150433,0.05258625318727672,-0.11804439720065654,1.250657712017704,842.1656164128744,2097.65625,0.5739991526867053,0.4244000455712509,0.001600800637096056,3,normal,none
0.013350773437499998,0.06410644232569107,0.06548189901825245,0.22676492307692306,0.41910830769230767,3.463016901972429,0.015460783477149409,-0.2709627682023982,1.232071093575982,954.9304180953385,2097.65625,0.4787908930024238,0.5192781935995505,0.0019309120616002845,3,normal,none
0.01485895673076923,0.06430226057787473,0.0659967371204954,0.238656,0.42703569230769234,3.616178775030209,0.3787431394181411,-0.38078884931007956,1.2529049023493781,888.3777133864143,2097.65625,0.5375149216819636,0.4604380043630203,0.002047072924446504,3,normal,none
0.014594724158653843,0.0649629447085988,0.06658220601992443,0.22676492307692306,0.4470627692307692,3.4057886728123554,0.3014530554208301,-0.07265148566290133,1.2651401576470527,827.3724568401148,2097.65625,0.5715395451822549,0.4270773894648459,0.0013830641542112328,3,normal,none
0.012795620192307693,0.06641448306257944,0.0676358740357175,0.21195323076923075,0.41097230769230764,3.1337398058043524,0.014209312511375582,-0.17619253579020838,1.2479021310224225,917.8573497224752,2097.65625,0.5157598433190137,0.4823573872904153,0.0018827681071270231,3,normal,none
0.013600745192307691,0.06670632349918759,0.06807873283606525,0.2207150769230769,0.4107636923076923,3.2420561859064048,-0.007519237305004367,-0.07862678685367785,1.2558275471477973,897.8434424934369,2097.65625,0.5140699522882628,0.4843308184840904,0.0015992281148226256,3,normal,none
0.013690180889423078,0.058890110062962346,0.06046045084195902,0.19192615384615386,0.36528553846153844,3.1744082482061873,-0.0516144181373237,-0.014230559247072826,1.2477702619617252,829.0309153810927,2097.65625,0.5909486037269022,0.4072607906787267,0.0017906043331367527,3,normal,none
0.012855923076923077,0.06719285733480225,0.06841165715705805,0.2659846153846154,0.46104,3.8880013499758594,0.18428062085304342,0.06252956667307424,1.2527133944967201,712.8703736812793,93.75,0.622487975594885,0.375905704754409,0.001606318740086185,3,normal,none
0.014133488581730767,0.06689074020766765,0.06836758460717769,0.20256553846153844,0.37050092307692306,2.9628886207179073,-0.30168953692307054,-0.03391573847789501,1.229203292221483,848.014451341158,2097.65625,0.5972412576951504,0.40094456709206255,0.0018141740804234867,3,normal,none
0.013802841346153848,0.061161624194961156,0.0626997823233283,0.18191261538461537,0.36132184615384616,2.901327702281846,-0.2175164126847582,-0.24553102903997098,1.2293401365989995,1011.8072832300072,2097.65625,0.3963942891083757,0.601917378584623,0.0016883308800800464,3,normal,none
0.013524551682692308,0.06481451375493641,0.06621053308580634,0.208824,0.4134756923076923,3.1539392641079944,-0.04529474467775074,-0.12375908338213396,1.2510894742494172,833.056635728623,2097.65625,0.5516789937442698,0.44680749038087975,0.001513514799216909,3,normal,none
0.01534484314903846,0.05998190328863771,0.061913592476903485,0.20673784615384616,0.41159815384615384,3.3391350409464513,0.018497011352291093,-0.2752197261840315,1.2298469397400142,843.5948973548817,2097.65625,0.5609784924510399,0.4375577421027152,0.0014637641711343458,3,normal,none
0.014572110576923076,0.062482441315454794,0.06415919169850354,0.1777403076923077,0.3513083076923077,2.770301541901798,-0.14735781671218984,-0.22586027320474286,1.239409096399952,889.8665510919271,2097.65625,0.5702630636108446,0.427328239580771,0.0024086955191897877,3,normal,none
0.01811388641826923,0.06651057035885008,0.06893307515723861,0.20277415384615383,0.3832264615384615,2.941608993660557,-0.17501158782576898,-0.09883504576887163,1.2451352222386223,850.6276649512051,2097.65625,0.5564799609365224,0.4424814341795205,0.0010386036992472418,3,normal,none
0.014777058894230767,0.06685483829219459,0.06846846626469044,0.21487384615384614,0.3882332307692308,3.138289169791429,-0.17748632702056977,0.020264551395120945,1.2445976889177812,800.5690446872095,2097.65625,0.577405291800647,0.4210615038566518,0.001533203280184393,3,normal,none
0.017626981370192307,0.0698148145571467,0.07200568591350193,0.2822566153846154,0.4985907692307692,3.91992120899676,0.46370870639416895,-0.2727771399571835,1.2479700538959149,672.9453594572684,93.75,0.6640928060613812,0.3346706846882472,0.0012365084395900476,3,normal,none
0.01680535456730769,0.06415420305183583,0.06631878852443787,0.21320492307692307,0.41681353846153846,3.2148494840967143,0.009687567336187364,-0.04438363751544821,1.2519976025083195,833.7429846672876,2097.65625,0.5724598173562154,0.42607545232721056,0.0014647291797466626,3,normal,none
0.016809836538461537,0.06759454158668077,0.06965337505651333,0.24074215384615386,0.4487316923076923,3.4562884231721895,0.0800027262825802,-0.07166726926142573,1.2519678367472642,906.1581419005062,2097.65625,0.5264840008062912,0.471621002583734,0.001894995500840737,3,normal,none
0.016765424278846152,0.06804787423286067,0.0700827556454578,0.1940123076923077,0.3821833846153846,2.768331608862953,-0.3302771774985631,-0.09449304265309703,1.2250455135318437,762.987879148277,2097.65625,0.6416999565793872,0.35639158019020584,0.0019084621298672215,3,normal,none
0.015135412860576923,0.058188905786998445,0.06012511521110208,0.22196676923076922,0.4403870769230769,3.691747923438347,0.4123465307993701,-0.09931476022419776,1.26057640780456,829.9123758234849,2097.65625,0.5715006533386627,0.4268208047828788,0.0016785406296277064,3,normal,none
0.01622412439903846,0.06914624353285802,0.07102411708159971,0.19714153846153845,0.3834350769230769,2.7756985452176273,-0.33345537589566776,-0.24604395179428334,1.2223261561854204,768.2287228524724,93.75,0.615367816466141,0.38249762047503716,0.002134562059697909,3,normal,none
0.016151597956730768,0.06448345119761924,0.06647548115592404,0.21633415384615384,0.41514461538461533,3.254345061985619,0.15932656861645889,-0.08439533043976377,1.2627212170073536,879.5226513044365,2097.65625,0.5160498103797667,0.4825729442487824,0.001377244221132079,3,normal,none
0.016634224759615384,0.06235511589034514,0.06453571035521168,0.23385784615384617,0.4535298461538462,3.6236967852843494,0.1529932490691288,-0.16622963096075283,1.235431754349643,967.4217146851187,2097.65625,0.47003504720526607,0.5276761416501587,0.0022888096481618425,3,normal,none
0.014378570913461538,0.0687345152944461,0.07022233899747207,0.25513661538461535,0.4543643076923076,3.633268544218766,-0.0610339647051279,-0.25784753440498187,1.2321629173658226,793.2064761392627,2097.65625,0.5964791580312685,0.40209629501925337,0.0014245459264276906,3,normal,none
